Sensor,Date_Time,Date,Time,Count
Webb Bridge,2020-07-26T00:00:00Z,2020-07-26,10,180
Southern Cross Station,2020-07-26T00:00:00Z,2020-07-26,10,35
Victoria Point,2020-07-26T00:00:00Z,2020-07-26,10,15
Waterfront City,2020-07-26T00:00:00Z,2020-07-26,10,47
New Quay,2020-07-26T00:00:00Z,2020-07-26,10,205
Flagstaff Station,2020-07-26T00:00:00Z,2020-07-26,10,NA
Sandridge Bridge,2020-07-26T00:00:00Z,2020-07-26,10,1
State Library,2020-07-26T00:00:00Z,2020-07-26,10,NA
Collins St (North),2020-07-26T00:00:00Z,2020-07-26,10,70
Collins Place (South),2020-07-26T00:00:00Z,2020-07-26,10,82
Collins Place (North),2020-07-26T00:00:00Z,2020-07-26,10,25
Chinatown-Swanston St (North),2020-07-26T00:00:00Z,2020-07-26,10,46
Chinatown-Lt Bourke St (South),2020-07-26T00:00:00Z,2020-07-26,10,45
Bourke St-Russell St (West),2020-07-26T00:00:00Z,2020-07-26,10,NA
Flinders St-Elizabeth St (East),2020-07-26T00:00:00Z,2020-07-26,10,375
Spencer St-Collins St (South),2020-07-26T00:00:00Z,2020-07-26,10,51
Spencer St-Collins St (North),2020-07-26T00:00:00Z,2020-07-26,10,106
Melbourne Convention Exhibition Centre,2020-07-26T00:00:00Z,2020-07-26,10,411
QV Market-Elizabeth St (West),2020-07-26T00:00:00Z,2020-07-26,10,373
QV Market-Peel St,2020-07-26T00:00:00Z,2020-07-26,10,134
The Arts Centre,2020-07-26T00:00:00Z,2020-07-26,10,175
St Kilda Rd-Alexandra Gardens,2020-07-26T00:00:00Z,2020-07-26,10,79
Lonsdale St (South),2020-07-26T00:00:00Z,2020-07-26,10,55
Lygon St (West),2020-07-26T00:00:00Z,2020-07-26,10,90
City Square,2020-07-26T00:00:00Z,2020-07-26,10,NA
Flinders St-Spring St (West),2020-07-26T00:00:00Z,2020-07-26,10,NA
Flinders St-Spark La,2020-07-26T00:00:00Z,2020-07-26,10,39
Southbank,2020-07-26T00:00:00Z,2020-07-26,10,452
Queen St (West),2020-07-26T00:00:00Z,2020-07-26,10,26
Lygon St (East),2020-07-26T00:00:00Z,2020-07-26,10,NA
Alfred Place,2020-07-26T00:00:00Z,2020-07-26,10,8
Lonsdale St-Spring St (West),2020-07-26T00:00:00Z,2020-07-26,10,46
Grattan St-Swanston St (West),2020-07-26T00:00:00Z,2020-07-26,10,23
Monash Rd-Swanston St (West),2020-07-26T00:00:00Z,2020-07-26,10,29
Tin Alley-Swanston St (West),2020-07-26T00:00:00Z,2020-07-26,10,24
Little Collins St-Swanston St (East),2020-07-26T00:00:00Z,2020-07-26,10,90
Flinders La-Swanston St (West),2020-07-26T00:00:00Z,2020-07-26,10,289
Pelham St (South),2020-07-26T00:00:00Z,2020-07-26,10,33
Melbourne Central-Elizabeth St (East),2020-07-26T00:00:00Z,2020-07-26,10,197
QVM-Queen St (East),2020-07-26T00:00:00Z,2020-07-26,10,186
QVM-Therry St (South),2020-07-26T00:00:00Z,2020-07-26,10,152
Faraday St-Lygon St (West),2020-07-26T00:00:00Z,2020-07-26,10,132
QVM-Franklin St (North),2020-07-26T00:00:00Z,2020-07-26,10,NA
Elizabeth St-Lonsdale St (South),2020-07-26T00:00:00Z,2020-07-26,10,40
Lincoln-Swanston (W),2020-07-26T00:00:00Z,2020-07-26,10,1
Elizabeth St-La Trobe St (East),2020-07-26T00:00:00Z,2020-07-26,10,NA
Lonsdale St - Elizabeth St (North),2020-07-26T00:00:00Z,2020-07-26,10,57
Bourke St Bridge,2020-07-26T00:00:00Z,2020-07-26,10,34
Bourke St - Spencer St (North),2020-07-26T00:00:00Z,2020-07-26,10,86
RMIT Bld 80 - 445 Swanston Street,2020-07-26T00:00:00Z,2020-07-26,10,32
Flinders La-Swanston St (West) Temporary,2020-07-26T00:00:00Z,2020-07-26,10,NA
RMIT Building 14,2020-07-26T00:00:00Z,2020-07-26,10,104
380 Elizabeth St,2020-07-26T00:00:00Z,2020-07-26,10,257
La Trobe St (North),2020-07-26T00:00:00Z,2020-07-26,10,NA
231 Bourke St,2020-07-26T00:00:00Z,2020-07-26,10,57
Royal Pde - Grattan St,2020-07-26T00:00:00Z,2020-07-26,10,NA
Bourke Street Mall (North),2020-07-26T01:00:00Z,2020-07-26,11,336
Bourke Street Mall (South),2020-07-26T01:00:00Z,2020-07-26,11,228
Melbourne Central,2020-07-26T01:00:00Z,2020-07-26,11,261
Town Hall (West),2020-07-26T01:00:00Z,2020-07-26,11,301
Princes Bridge,2020-07-26T01:00:00Z,2020-07-26,11,277
Flinders Street Station Underpass,2020-07-26T01:00:00Z,2020-07-26,11,236
Birrarung Marr,2020-07-26T01:00:00Z,2020-07-26,11,358
Webb Bridge,2020-07-26T01:00:00Z,2020-07-26,11,283
Southern Cross Station,2020-07-26T01:00:00Z,2020-07-26,11,22
Victoria Point,2020-07-26T01:00:00Z,2020-07-26,11,18
Waterfront City,2020-07-26T01:00:00Z,2020-07-26,11,85
New Quay,2020-07-26T01:00:00Z,2020-07-26,11,289
Flagstaff Station,2020-07-26T01:00:00Z,2020-07-26,11,NA
Sandridge Bridge,2020-07-26T01:00:00Z,2020-07-26,11,5
State Library,2020-07-26T01:00:00Z,2020-07-26,11,NA
Collins St (North),2020-07-26T01:00:00Z,2020-07-26,11,105
Collins Place (South),2020-07-26T01:00:00Z,2020-07-26,11,86
Collins Place (North),2020-07-26T01:00:00Z,2020-07-26,11,22
Chinatown-Swanston St (North),2020-07-26T01:00:00Z,2020-07-26,11,100
Chinatown-Lt Bourke St (South),2020-07-26T01:00:00Z,2020-07-26,11,58
Bourke St-Russell St (West),2020-07-26T01:00:00Z,2020-07-26,11,NA
Flinders St-Elizabeth St (East),2020-07-26T01:00:00Z,2020-07-26,11,445
Spencer St-Collins St (South),2020-07-26T01:00:00Z,2020-07-26,11,24
Spencer St-Collins St (North),2020-07-26T01:00:00Z,2020-07-26,11,169
Melbourne Convention Exhibition Centre,2020-07-26T01:00:00Z,2020-07-26,11,642
QV Market-Elizabeth St (West),2020-07-26T01:00:00Z,2020-07-26,11,597
QV Market-Peel St,2020-07-26T01:00:00Z,2020-07-26,11,173
The Arts Centre,2020-07-26T01:00:00Z,2020-07-26,11,201
St Kilda Rd-Alexandra Gardens,2020-07-26T01:00:00Z,2020-07-26,11,158
Lonsdale St (South),2020-07-26T01:00:00Z,2020-07-26,11,92
Lygon St (West),2020-07-26T01:00:00Z,2020-07-26,11,123
City Square,2020-07-26T01:00:00Z,2020-07-26,11,NA
Flinders St-Spring St (West),2020-07-26T01:00:00Z,2020-07-26,11,NA
Flinders St-Spark La,2020-07-26T01:00:00Z,2020-07-26,11,49
Southbank,2020-07-26T01:00:00Z,2020-07-26,11,700
Queen St (West),2020-07-26T01:00:00Z,2020-07-26,11,31
Lygon St (East),2020-07-26T01:00:00Z,2020-07-26,11,NA
Alfred Place,2020-07-26T01:00:00Z,2020-07-26,11,2
Lonsdale St-Spring St (West),2020-07-26T01:00:00Z,2020-07-26,11,63
Grattan St-Swanston St (West),2020-07-26T01:00:00Z,2020-07-26,11,48
Monash Rd-Swanston St (West),2020-07-26T01:00:00Z,2020-07-26,11,31
Tin Alley-Swanston St (West),2020-07-26T01:00:00Z,2020-07-26,11,27
Little Collins St-Swanston St (East),2020-07-26T01:00:00Z,2020-07-26,11,123
Flinders La-Swanston St (West),2020-07-26T01:00:00Z,2020-07-26,11,366
Pelham St (South),2020-07-26T01:00:00Z,2020-07-26,11,34
Melbourne Central-Elizabeth St (East),2020-07-26T01:00:00Z,2020-07-26,11,262
QVM-Queen St (East),2020-07-26T01:00:00Z,2020-07-26,11,226
QVM-Therry St (South),2020-07-26T01:00:00Z,2020-07-26,11,220
Faraday St-Lygon St (West),2020-07-26T01:00:00Z,2020-07-26,11,155
QVM-Franklin St (North),2020-07-26T01:00:00Z,2020-07-26,11,NA
Elizabeth St-Lonsdale St (South),2020-07-26T01:00:00Z,2020-07-26,11,75
Lincoln-Swanston (W),2020-07-26T01:00:00Z,2020-07-26,11,1
Elizabeth St-La Trobe St (East),2020-07-26T01:00:00Z,2020-07-26,11,NA
Lonsdale St - Elizabeth St (North),2020-07-26T01:00:00Z,2020-07-26,11,60
Bourke St Bridge,2020-07-26T01:00:00Z,2020-07-26,11,47
Bourke St - Spencer St (North),2020-07-26T01:00:00Z,2020-07-26,11,104
RMIT Bld 80 - 445 Swanston Street,2020-07-26T01:00:00Z,2020-07-26,11,53
Flinders La-Swanston St (West) Temporary,2020-07-26T01:00:00Z,2020-07-26,11,NA
RMIT Building 14,2020-07-26T01:00:00Z,2020-07-26,11,106
380 Elizabeth St,2020-07-26T01:00:00Z,2020-07-26,11,413
La Trobe St (North),2020-07-26T01:00:00Z,2020-07-26,11,NA
231 Bourke St,2020-07-26T01:00:00Z,2020-07-26,11,81
Royal Pde - Grattan St,2020-07-26T01:00:00Z,2020-07-26,11,NA
Bourke Street Mall (North),2020-07-26T02:00:00Z,2020-07-26,12,498
Bourke Street Mall (South),2020-07-26T02:00:00Z,2020-07-26,12,313
Melbourne Central,2020-07-26T02:00:00Z,2020-07-26,12,327
Town Hall (West),2020-07-26T02:00:00Z,2020-07-26,12,364
Princes Bridge,2020-07-26T02:00:00Z,2020-07-26,12,314
Flinders Street Station Underpass,2020-07-26T02:00:00Z,2020-07-26,12,254
Birrarung Marr,2020-07-26T02:00:00Z,2020-07-26,12,258
Webb Bridge,2020-07-26T02:00:00Z,2020-07-26,12,274
Southern Cross Station,2020-07-26T02:00:00Z,2020-07-26,12,41
Victoria Point,2020-07-26T02:00:00Z,2020-07-26,12,49
Waterfront City,2020-07-26T02:00:00Z,2020-07-26,12,86
New Quay,2020-07-26T02:00:00Z,2020-07-26,12,297
Flagstaff Station,2020-07-26T02:00:00Z,2020-07-26,12,NA
Sandridge Bridge,2020-07-26T02:00:00Z,2020-07-26,12,2
State Library,2020-07-26T02:00:00Z,2020-07-26,12,NA
Collins St (North),2020-07-26T02:00:00Z,2020-07-26,12,142
Collins Place (South),2020-07-26T02:00:00Z,2020-07-26,12,91
Collins Place (North),2020-07-26T02:00:00Z,2020-07-26,12,30
Chinatown-Swanston St (North),2020-07-26T02:00:00Z,2020-07-26,12,179
Chinatown-Lt Bourke St (South),2020-07-26T02:00:00Z,2020-07-26,12,63
Bourke St-Russell St (West),2020-07-26T02:00:00Z,2020-07-26,12,NA
Flinders St-Elizabeth St (East),2020-07-26T02:00:00Z,2020-07-26,12,592
Spencer St-Collins St (South),2020-07-26T02:00:00Z,2020-07-26,12,76
Spencer St-Collins St (North),2020-07-26T02:00:00Z,2020-07-26,12,187
Melbourne Convention Exhibition Centre,2020-07-26T02:00:00Z,2020-07-26,12,582
QV Market-Elizabeth St (West),2020-07-26T02:00:00Z,2020-07-26,12,654
QV Market-Peel St,2020-07-26T02:00:00Z,2020-07-26,12,184
The Arts Centre,2020-07-26T02:00:00Z,2020-07-26,12,156
St Kilda Rd-Alexandra Gardens,2020-07-26T02:00:00Z,2020-07-26,12,162
Lonsdale St (South),2020-07-26T02:00:00Z,2020-07-26,12,117
Lygon St (West),2020-07-26T02:00:00Z,2020-07-26,12,126
City Square,2020-07-26T02:00:00Z,2020-07-26,12,NA
Flinders St-Spring St (West),2020-07-26T02:00:00Z,2020-07-26,12,NA
Flinders St-Spark La,2020-07-26T02:00:00Z,2020-07-26,12,34
Southbank,2020-07-26T02:00:00Z,2020-07-26,12,633
Queen St (West),2020-07-26T02:00:00Z,2020-07-26,12,60
Lygon St (East),2020-07-26T02:00:00Z,2020-07-26,12,NA
Alfred Place,2020-07-26T02:00:00Z,2020-07-26,12,12
Lonsdale St-Spring St (West),2020-07-26T02:00:00Z,2020-07-26,12,59
Grattan St-Swanston St (West),2020-07-26T02:00:00Z,2020-07-26,12,31
Monash Rd-Swanston St (West),2020-07-26T02:00:00Z,2020-07-26,12,35
Tin Alley-Swanston St (West),2020-07-26T02:00:00Z,2020-07-26,12,22
Little Collins St-Swanston St (East),2020-07-26T02:00:00Z,2020-07-26,12,196
Flinders La-Swanston St (West),2020-07-26T02:00:00Z,2020-07-26,12,450
Pelham St (South),2020-07-26T02:00:00Z,2020-07-26,12,28
Melbourne Central-Elizabeth St (East),2020-07-26T02:00:00Z,2020-07-26,12,341
QVM-Queen St (East),2020-07-26T02:00:00Z,2020-07-26,12,276
QVM-Therry St (South),2020-07-26T02:00:00Z,2020-07-26,12,270
Faraday St-Lygon St (West),2020-07-26T02:00:00Z,2020-07-26,12,218
QVM-Franklin St (North),2020-07-26T02:00:00Z,2020-07-26,12,NA
Elizabeth St-Lonsdale St (South),2020-07-26T02:00:00Z,2020-07-26,12,72
Lincoln-Swanston (W),2020-07-26T02:00:00Z,2020-07-26,12,3
Elizabeth St-La Trobe St (East),2020-07-26T02:00:00Z,2020-07-26,12,NA
Lonsdale St - Elizabeth St (North),2020-07-26T02:00:00Z,2020-07-26,12,100
Bourke St Bridge,2020-07-26T02:00:00Z,2020-07-26,12,53
Bourke St - Spencer St (North),2020-07-26T02:00:00Z,2020-07-26,12,159
RMIT Bld 80 - 445 Swanston Street,2020-07-26T02:00:00Z,2020-07-26,12,71
Flinders La-Swanston St (West) Temporary,2020-07-26T02:00:00Z,2020-07-26,12,NA
RMIT Building 14,2020-07-26T02:00:00Z,2020-07-26,12,151
380 Elizabeth St,2020-07-26T02:00:00Z,2020-07-26,12,586
La Trobe St (North),2020-07-26T02:00:00Z,2020-07-26,12,NA
231 Bourke St,2020-07-26T02:00:00Z,2020-07-26,12,123
Royal Pde - Grattan St,2020-07-26T02:00:00Z,2020-07-26,12,NA
Bourke Street Mall (North),2020-07-26T03:00:00Z,2020-07-26,13,531
Bourke Street Mall (South),2020-07-26T03:00:00Z,2020-07-26,13,300
Melbourne Central,2020-07-26T03:00:00Z,2020-07-26,13,387
Town Hall (West),2020-07-26T03:00:00Z,2020-07-26,13,414
Princes Bridge,2020-07-26T03:00:00Z,2020-07-26,13,384
Flinders Street Station Underpass,2020-07-26T03:00:00Z,2020-07-26,13,284
Birrarung Marr,2020-07-26T03:00:00Z,2020-07-26,13,309
Webb Bridge,2020-07-26T03:00:00Z,2020-07-26,13,309
Southern Cross Station,2020-07-26T03:00:00Z,2020-07-26,13,38
Victoria Point,2020-07-26T03:00:00Z,2020-07-26,13,24
Waterfront City,2020-07-26T03:00:00Z,2020-07-26,13,93
New Quay,2020-07-26T03:00:00Z,2020-07-26,13,328
Flagstaff Station,2020-07-26T03:00:00Z,2020-07-26,13,NA
Sandridge Bridge,2020-07-26T03:00:00Z,2020-07-26,13,6
State Library,2020-07-26T03:00:00Z,2020-07-26,13,NA
Collins St (North),2020-07-26T03:00:00Z,2020-07-26,13,145
Collins Place (South),2020-07-26T03:00:00Z,2020-07-26,13,82
Collins Place (North),2020-07-26T03:00:00Z,2020-07-26,13,36
Chinatown-Swanston St (North),2020-07-26T03:00:00Z,2020-07-26,13,206
Chinatown-Lt Bourke St (South),2020-07-26T03:00:00Z,2020-07-26,13,76
Bourke St-Russell St (West),2020-07-26T03:00:00Z,2020-07-26,13,NA
Flinders St-Elizabeth St (East),2020-07-26T03:00:00Z,2020-07-26,13,660
Spencer St-Collins St (South),2020-07-26T03:00:00Z,2020-07-26,13,57
Spencer St-Collins St (North),2020-07-26T03:00:00Z,2020-07-26,13,201
Melbourne Convention Exhibition Centre,2020-07-26T03:00:00Z,2020-07-26,13,616
QV Market-Elizabeth St (West),2020-07-26T03:00:00Z,2020-07-26,13,628
QV Market-Peel St,2020-07-26T03:00:00Z,2020-07-26,13,193
The Arts Centre,2020-07-26T03:00:00Z,2020-07-26,13,186
St Kilda Rd-Alexandra Gardens,2020-07-26T03:00:00Z,2020-07-26,13,168
Lonsdale St (South),2020-07-26T03:00:00Z,2020-07-26,13,124
Lygon St (West),2020-07-26T03:00:00Z,2020-07-26,13,77
City Square,2020-07-26T03:00:00Z,2020-07-26,13,NA
Flinders St-Spring St (West),2020-07-26T03:00:00Z,2020-07-26,13,NA
Flinders St-Spark La,2020-07-26T03:00:00Z,2020-07-26,13,52
Southbank,2020-07-26T03:00:00Z,2020-07-26,13,591
Queen St (West),2020-07-26T03:00:00Z,2020-07-26,13,47
Lygon St (East),2020-07-26T03:00:00Z,2020-07-26,13,NA
Alfred Place,2020-07-26T03:00:00Z,2020-07-26,13,18
Lonsdale St-Spring St (West),2020-07-26T03:00:00Z,2020-07-26,13,67
Grattan St-Swanston St (West),2020-07-26T03:00:00Z,2020-07-26,13,52
Monash Rd-Swanston St (West),2020-07-26T03:00:00Z,2020-07-26,13,42
Tin Alley-Swanston St (West),2020-07-26T03:00:00Z,2020-07-26,13,20
Little Collins St-Swanston St (East),2020-07-26T03:00:00Z,2020-07-26,13,195
Flinders La-Swanston St (West),2020-07-26T03:00:00Z,2020-07-26,13,504
Pelham St (South),2020-07-26T03:00:00Z,2020-07-26,13,25
Melbourne Central-Elizabeth St (East),2020-07-26T03:00:00Z,2020-07-26,13,448
QVM-Queen St (East),2020-07-26T03:00:00Z,2020-07-26,13,317
QVM-Therry St (South),2020-07-26T03:00:00Z,2020-07-26,13,265
Faraday St-Lygon St (West),2020-07-26T03:00:00Z,2020-07-26,13,160
QVM-Franklin St (North),2020-07-26T03:00:00Z,2020-07-26,13,NA
Elizabeth St-Lonsdale St (South),2020-07-26T03:00:00Z,2020-07-26,13,119
Lincoln-Swanston (W),2020-07-26T03:00:00Z,2020-07-26,13,1
Elizabeth St-La Trobe St (East),2020-07-26T03:00:00Z,2020-07-26,13,NA
Lonsdale St - Elizabeth St (North),2020-07-26T03:00:00Z,2020-07-26,13,104
Bourke St Bridge,2020-07-26T03:00:00Z,2020-07-26,13,61
Bourke St - Spencer St (North),2020-07-26T03:00:00Z,2020-07-26,13,141
RMIT Bld 80 - 445 Swanston Street,2020-07-26T03:00:00Z,2020-07-26,13,77
Flinders La-Swanston St (West) Temporary,2020-07-26T03:00:00Z,2020-07-26,13,NA
RMIT Building 14,2020-07-26T03:00:00Z,2020-07-26,13,147
380 Elizabeth St,2020-07-26T03:00:00Z,2020-07-26,13,601
La Trobe St (North),2020-07-26T03:00:00Z,2020-07-26,13,NA
231 Bourke St,2020-07-26T03:00:00Z,2020-07-26,13,143
Royal Pde - Grattan St,2020-07-26T03:00:00Z,2020-07-26,13,NA
Bourke Street Mall (North),2020-07-26T04:00:00Z,2020-07-26,14,624
Bourke Street Mall (South),2020-07-26T04:00:00Z,2020-07-26,14,385
Melbourne Central,2020-07-26T04:00:00Z,2020-07-26,14,506
Town Hall (West),2020-07-26T04:00:00Z,2020-07-26,14,499
Princes Bridge,2020-07-26T04:00:00Z,2020-07-26,14,379
Flinders Street Station Underpass,2020-07-26T04:00:00Z,2020-07-26,14,261
Birrarung Marr,2020-07-26T04:00:00Z,2020-07-26,14,314
Webb Bridge,2020-07-26T04:00:00Z,2020-07-26,14,323
Southern Cross Station,2020-07-26T04:00:00Z,2020-07-26,14,53
Victoria Point,2020-07-26T04:00:00Z,2020-07-26,14,22
Waterfront City,2020-07-26T04:00:00Z,2020-07-26,14,100
New Quay,2020-07-26T04:00:00Z,2020-07-26,14,393
Flagstaff Station,2020-07-26T04:00:00Z,2020-07-26,14,NA
Sandridge Bridge,2020-07-26T04:00:00Z,2020-07-26,14,7
State Library,2020-07-26T04:00:00Z,2020-07-26,14,NA
Collins St (North),2020-07-26T04:00:00Z,2020-07-26,14,183
Collins Place (South),2020-07-26T04:00:00Z,2020-07-26,14,60
Collins Place (North),2020-07-26T04:00:00Z,2020-07-26,14,26
Chinatown-Swanston St (North),2020-07-26T04:00:00Z,2020-07-26,14,204
Chinatown-Lt Bourke St (South),2020-07-26T04:00:00Z,2020-07-26,14,80
Bourke St-Russell St (West),2020-07-26T04:00:00Z,2020-07-26,14,NA
Flinders St-Elizabeth St (East),2020-07-26T04:00:00Z,2020-07-26,14,671
Spencer St-Collins St (South),2020-07-26T04:00:00Z,2020-07-26,14,63
Spencer St-Collins St (North),2020-07-26T04:00:00Z,2020-07-26,14,216
Melbourne Convention Exhibition Centre,2020-07-26T04:00:00Z,2020-07-26,14,710
QV Market-Elizabeth St (West),2020-07-26T04:00:00Z,2020-07-26,14,641
QV Market-Peel St,2020-07-26T04:00:00Z,2020-07-26,14,172
The Arts Centre,2020-07-26T04:00:00Z,2020-07-26,14,243
St Kilda Rd-Alexandra Gardens,2020-07-26T04:00:00Z,2020-07-26,14,158
Lonsdale St (South),2020-07-26T04:00:00Z,2020-07-26,14,173
Lygon St (West),2020-07-26T04:00:00Z,2020-07-26,14,117
City Square,2020-07-26T04:00:00Z,2020-07-26,14,NA
Flinders St-Spring St (West),2020-07-26T04:00:00Z,2020-07-26,14,NA
Flinders St-Spark La,2020-07-26T04:00:00Z,2020-07-26,14,53
Southbank,2020-07-26T04:00:00Z,2020-07-26,14,671
Queen St (West),2020-07-26T04:00:00Z,2020-07-26,14,46
Lygon St (East),2020-07-26T04:00:00Z,2020-07-26,14,24
Alfred Place,2020-07-26T04:00:00Z,2020-07-26,14,9
Lonsdale St-Spring St (West),2020-07-26T04:00:00Z,2020-07-26,14,62
Grattan St-Swanston St (West),2020-07-26T04:00:00Z,2020-07-26,14,74
Monash Rd-Swanston St (West),2020-07-26T04:00:00Z,2020-07-26,14,39
Tin Alley-Swanston St (West),2020-07-26T04:00:00Z,2020-07-26,14,36
Little Collins St-Swanston St (East),2020-07-26T04:00:00Z,2020-07-26,14,214
Flinders La-Swanston St (West),2020-07-26T04:00:00Z,2020-07-26,14,514
Pelham St (South),2020-07-26T04:00:00Z,2020-07-26,14,28
Melbourne Central-Elizabeth St (East),2020-07-26T04:00:00Z,2020-07-26,14,481
QVM-Queen St (East),2020-07-26T04:00:00Z,2020-07-26,14,298
QVM-Therry St (South),2020-07-26T04:00:00Z,2020-07-26,14,246
Faraday St-Lygon St (West),2020-07-26T04:00:00Z,2020-07-26,14,189
QVM-Franklin St (North),2020-07-26T04:00:00Z,2020-07-26,14,NA
Elizabeth St-Lonsdale St (South),2020-07-26T04:00:00Z,2020-07-26,14,113
Lincoln-Swanston (W),2020-07-26T04:00:00Z,2020-07-26,14,2
Elizabeth St-La Trobe St (East),2020-07-26T04:00:00Z,2020-07-26,14,NA
Lonsdale St - Elizabeth St (North),2020-07-26T04:00:00Z,2020-07-26,14,133
Bourke St Bridge,2020-07-26T04:00:00Z,2020-07-26,14,95
Bourke St - Spencer St (North),2020-07-26T04:00:00Z,2020-07-26,14,189
RMIT Bld 80 - 445 Swanston Street,2020-07-26T04:00:00Z,2020-07-26,14,78
Flinders La-Swanston St (West) Temporary,2020-07-26T04:00:00Z,2020-07-26,14,NA
RMIT Building 14,2020-07-26T04:00:00Z,2020-07-26,14,170
380 Elizabeth St,2020-07-26T04:00:00Z,2020-07-26,14,712
La Trobe St (North),2020-07-26T04:00:00Z,2020-07-26,14,NA
231 Bourke St,2020-07-26T04:00:00Z,2020-07-26,14,139
Royal Pde - Grattan St,2020-07-26T04:00:00Z,2020-07-26,14,NA
Bourke Street Mall (North),2020-07-26T05:00:00Z,2020-07-26,15,631
Bourke Street Mall (South),2020-07-26T05:00:00Z,2020-07-26,15,411
Melbourne Central,2020-07-26T05:00:00Z,2020-07-26,15,485
Town Hall (West),2020-07-26T05:00:00Z,2020-07-26,15,435
Princes Bridge,2020-07-26T05:00:00Z,2020-07-26,15,350
Flinders Street Station Underpass,2020-07-26T05:00:00Z,2020-07-26,15,212
Birrarung Marr,2020-07-26T05:00:00Z,2020-07-26,15,242
Webb Bridge,2020-07-26T05:00:00Z,2020-07-26,15,334
Southern Cross Station,2020-07-26T05:00:00Z,2020-07-26,15,53
Victoria Point,2020-07-26T05:00:00Z,2020-07-26,15,30
Waterfront City,2020-07-26T05:00:00Z,2020-07-26,15,89
New Quay,2020-07-26T05:00:00Z,2020-07-26,15,287
Flagstaff Station,2020-07-26T05:00:00Z,2020-07-26,15,NA
Sandridge Bridge,2020-07-26T05:00:00Z,2020-07-26,15,6
State Library,2020-07-26T05:00:00Z,2020-07-26,15,NA
Collins St (North),2020-07-26T05:00:00Z,2020-07-26,15,187
Collins Place (South),2020-07-26T05:00:00Z,2020-07-26,15,76
Collins Place (North),2020-07-26T05:00:00Z,2020-07-26,15,30
Chinatown-Swanston St (North),2020-07-26T05:00:00Z,2020-07-26,15,187
Chinatown-Lt Bourke St (South),2020-07-26T05:00:00Z,2020-07-26,15,88
Bourke St-Russell St (West),2020-07-26T05:00:00Z,2020-07-26,15,NA
Flinders St-Elizabeth St (East),2020-07-26T05:00:00Z,2020-07-26,15,684
Spencer St-Collins St (South),2020-07-26T05:00:00Z,2020-07-26,15,41
Spencer St-Collins St (North),2020-07-26T05:00:00Z,2020-07-26,15,192
Melbourne Convention Exhibition Centre,2020-07-26T05:00:00Z,2020-07-26,15,616
QV Market-Elizabeth St (West),2020-07-26T05:00:00Z,2020-07-26,15,517
QV Market-Peel St,2020-07-26T05:00:00Z,2020-07-26,15,146
The Arts Centre,2020-07-26T05:00:00Z,2020-07-26,15,205
St Kilda Rd-Alexandra Gardens,2020-07-26T05:00:00Z,2020-07-26,15,137
Lonsdale St (South),2020-07-26T05:00:00Z,2020-07-26,15,151
Lygon St (West),2020-07-26T05:00:00Z,2020-07-26,15,139
City Square,2020-07-26T05:00:00Z,2020-07-26,15,NA
Flinders St-Spring St (West),2020-07-26T05:00:00Z,2020-07-26,15,NA
Flinders St-Spark La,2020-07-26T05:00:00Z,2020-07-26,15,55
Southbank,2020-07-26T05:00:00Z,2020-07-26,15,547
Queen St (West),2020-07-26T05:00:00Z,2020-07-26,15,36
Lygon St (East),2020-07-26T05:00:00Z,2020-07-26,15,68
Alfred Place,2020-07-26T05:00:00Z,2020-07-26,15,6
Lonsdale St-Spring St (West),2020-07-26T05:00:00Z,2020-07-26,15,49
Grattan St-Swanston St (West),2020-07-26T05:00:00Z,2020-07-26,15,65
Monash Rd-Swanston St (West),2020-07-26T05:00:00Z,2020-07-26,15,47
Tin Alley-Swanston St (West),2020-07-26T05:00:00Z,2020-07-26,15,25
Little Collins St-Swanston St (East),2020-07-26T05:00:00Z,2020-07-26,15,250
Flinders La-Swanston St (West),2020-07-26T05:00:00Z,2020-07-26,15,490
Pelham St (South),2020-07-26T05:00:00Z,2020-07-26,15,25
Melbourne Central-Elizabeth St (East),2020-07-26T05:00:00Z,2020-07-26,15,473
QVM-Queen St (East),2020-07-26T05:00:00Z,2020-07-26,15,247
QVM-Therry St (South),2020-07-26T05:00:00Z,2020-07-26,15,208
Faraday St-Lygon St (West),2020-07-26T05:00:00Z,2020-07-26,15,148
QVM-Franklin St (North),2020-07-26T05:00:00Z,2020-07-26,15,NA
Elizabeth St-Lonsdale St (South),2020-07-26T05:00:00Z,2020-07-26,15,160
Lincoln-Swanston (W),2020-07-26T05:00:00Z,2020-07-26,15,1
Elizabeth St-La Trobe St (East),2020-07-26T05:00:00Z,2020-07-26,15,NA
Lonsdale St - Elizabeth St (North),2020-07-26T05:00:00Z,2020-07-26,15,119
Bourke St Bridge,2020-07-26T05:00:00Z,2020-07-26,15,96
Bourke St - Spencer St (North),2020-07-26T05:00:00Z,2020-07-26,15,205
RMIT Bld 80 - 445 Swanston Street,2020-07-26T05:00:00Z,2020-07-26,15,89
Flinders La-Swanston St (West) Temporary,2020-07-26T05:00:00Z,2020-07-26,15,NA
RMIT Building 14,2020-07-26T05:00:00Z,2020-07-26,15,167
380 Elizabeth St,2020-07-26T05:00:00Z,2020-07-26,15,749
La Trobe St (North),2020-07-26T05:00:00Z,2020-07-26,15,NA
231 Bourke St,2020-07-26T05:00:00Z,2020-07-26,15,151
Royal Pde - Grattan St,2020-07-26T05:00:00Z,2020-07-26,15,NA
