Sensor,Date_Time,Date,Time,Count
Bourke St - Spencer St (North),2020-07-07T19:00:00Z,2020-07-08,5,51
RMIT Bld 80 - 445 Swanston Street,2020-07-07T19:00:00Z,2020-07-08,5,NA
Flinders La-Swanston St (West) Temporary,2020-07-07T19:00:00Z,2020-07-08,5,NA
RMIT Building 14,2020-07-07T19:00:00Z,2020-07-08,5,26
380 Elizabeth St,2020-07-07T19:00:00Z,2020-07-08,5,119
La Trobe St (North),2020-07-07T19:00:00Z,2020-07-08,5,NA
231 Bourke St,2020-07-07T19:00:00Z,2020-07-08,5,11
Royal Pde - Grattan St,2020-07-07T19:00:00Z,2020-07-08,5,16
Bourke Street Mall (North),2020-07-07T20:00:00Z,2020-07-08,6,55
Bourke Street Mall (South),2020-07-07T20:00:00Z,2020-07-08,6,20
Melbourne Central,2020-07-07T20:00:00Z,2020-07-08,6,62
Town Hall (West),2020-07-07T20:00:00Z,2020-07-08,6,103
Princes Bridge,2020-07-07T20:00:00Z,2020-07-08,6,163
Flinders Street Station Underpass,2020-07-07T20:00:00Z,2020-07-08,6,217
Birrarung Marr,2020-07-07T20:00:00Z,2020-07-08,6,66
Webb Bridge,2020-07-07T20:00:00Z,2020-07-08,6,61
Southern Cross Station,2020-07-07T20:00:00Z,2020-07-08,6,179
Victoria Point,2020-07-07T20:00:00Z,2020-07-08,6,21
Waterfront City,2020-07-07T20:00:00Z,2020-07-08,6,15
New Quay,2020-07-07T20:00:00Z,2020-07-08,6,38
Flagstaff Station,2020-07-07T20:00:00Z,2020-07-08,6,NA
Sandridge Bridge,2020-07-07T20:00:00Z,2020-07-08,6,15
State Library,2020-07-07T20:00:00Z,2020-07-08,6,NA
Collins St (North),2020-07-07T20:00:00Z,2020-07-08,6,51
Collins Place (South),2020-07-07T20:00:00Z,2020-07-08,6,98
Collins Place (North),2020-07-07T20:00:00Z,2020-07-08,6,40
Chinatown-Swanston St (North),2020-07-07T20:00:00Z,2020-07-08,6,18
Chinatown-Lt Bourke St (South),2020-07-07T20:00:00Z,2020-07-08,6,15
Bourke St-Russell St (West),2020-07-07T20:00:00Z,2020-07-08,6,NA
Flinders St-Elizabeth St (East),2020-07-07T20:00:00Z,2020-07-08,6,281
Spencer St-Collins St (South),2020-07-07T20:00:00Z,2020-07-08,6,78
Spencer St-Collins St (North),2020-07-07T20:00:00Z,2020-07-08,6,318
Melbourne Convention Exhibition Centre,2020-07-07T20:00:00Z,2020-07-08,6,203
QV Market-Elizabeth St (West),2020-07-07T20:00:00Z,2020-07-08,6,82
QV Market-Peel St,2020-07-07T20:00:00Z,2020-07-08,6,19
The Arts Centre,2020-07-07T20:00:00Z,2020-07-08,6,103
St Kilda Rd-Alexandra Gardens,2020-07-07T20:00:00Z,2020-07-08,6,31
Lonsdale St (South),2020-07-07T20:00:00Z,2020-07-08,6,34
Lygon St (West),2020-07-07T20:00:00Z,2020-07-08,6,28
City Square,2020-07-07T20:00:00Z,2020-07-08,6,NA
Flinders St-Spring St (West),2020-07-07T20:00:00Z,2020-07-08,6,NA
Flinders St-Spark La,2020-07-07T20:00:00Z,2020-07-08,6,28
Southbank,2020-07-07T20:00:00Z,2020-07-08,6,114
Queen St (West),2020-07-07T20:00:00Z,2020-07-08,6,30
Lygon St (East),2020-07-07T20:00:00Z,2020-07-08,6,17
Alfred Place,2020-07-07T20:00:00Z,2020-07-08,6,12
Lonsdale St-Spring St (West),2020-07-07T20:00:00Z,2020-07-08,6,31
Grattan St-Swanston St (West),2020-07-07T20:00:00Z,2020-07-08,6,41
Monash Rd-Swanston St (West),2020-07-07T20:00:00Z,2020-07-08,6,15
Tin Alley-Swanston St (West),2020-07-07T20:00:00Z,2020-07-08,6,14
Little Collins St-Swanston St (East),2020-07-07T20:00:00Z,2020-07-08,6,61
Flinders La-Swanston St (West),2020-07-07T20:00:00Z,2020-07-08,6,272
Pelham St (South),2020-07-07T20:00:00Z,2020-07-08,6,18
Melbourne Central-Elizabeth St (East),2020-07-07T20:00:00Z,2020-07-08,6,100
QVM-Queen St (East),2020-07-07T20:00:00Z,2020-07-08,6,17
QVM-Therry St (South),2020-07-07T20:00:00Z,2020-07-08,6,38
Faraday St-Lygon St (West),2020-07-07T20:00:00Z,2020-07-08,6,13
QVM-Franklin St (North),2020-07-07T20:00:00Z,2020-07-08,6,60
Elizabeth St-Lonsdale St (South),2020-07-07T20:00:00Z,2020-07-08,6,23
Lincoln-Swanston (W),2020-07-07T20:00:00Z,2020-07-08,6,4
Elizabeth St-La Trobe St (East),2020-07-07T20:00:00Z,2020-07-08,6,NA
Lonsdale St - Elizabeth St (North),2020-07-07T20:00:00Z,2020-07-08,6,63
Bourke St Bridge,2020-07-07T20:00:00Z,2020-07-08,6,66
Bourke St - Spencer St (North),2020-07-07T20:00:00Z,2020-07-08,6,135
RMIT Bld 80 - 445 Swanston Street,2020-07-07T20:00:00Z,2020-07-08,6,NA
Flinders La-Swanston St (West) Temporary,2020-07-07T20:00:00Z,2020-07-08,6,NA
RMIT Building 14,2020-07-07T20:00:00Z,2020-07-08,6,39
380 Elizabeth St,2020-07-07T20:00:00Z,2020-07-08,6,227
La Trobe St (North),2020-07-07T20:00:00Z,2020-07-08,6,NA
231 Bourke St,2020-07-07T20:00:00Z,2020-07-08,6,31
Royal Pde - Grattan St,2020-07-07T20:00:00Z,2020-07-08,6,44
Bourke Street Mall (North),2020-07-07T21:00:00Z,2020-07-08,7,89
Bourke Street Mall (South),2020-07-07T21:00:00Z,2020-07-08,7,79
Melbourne Central,2020-07-07T21:00:00Z,2020-07-08,7,137
Town Hall (West),2020-07-07T21:00:00Z,2020-07-08,7,170
Princes Bridge,2020-07-07T21:00:00Z,2020-07-08,7,255
Flinders Street Station Underpass,2020-07-07T21:00:00Z,2020-07-08,7,310
Birrarung Marr,2020-07-07T21:00:00Z,2020-07-08,7,139
Webb Bridge,2020-07-07T21:00:00Z,2020-07-08,7,141
Southern Cross Station,2020-07-07T21:00:00Z,2020-07-08,7,234
Victoria Point,2020-07-07T21:00:00Z,2020-07-08,7,67
Waterfront City,2020-07-07T21:00:00Z,2020-07-08,7,22
New Quay,2020-07-07T21:00:00Z,2020-07-08,7,85
Flagstaff Station,2020-07-07T21:00:00Z,2020-07-08,7,NA
Sandridge Bridge,2020-07-07T21:00:00Z,2020-07-08,7,14
State Library,2020-07-07T21:00:00Z,2020-07-08,7,NA
Collins St (North),2020-07-07T21:00:00Z,2020-07-08,7,119
Collins Place (South),2020-07-07T21:00:00Z,2020-07-08,7,199
Collins Place (North),2020-07-07T21:00:00Z,2020-07-08,7,101
Chinatown-Swanston St (North),2020-07-07T21:00:00Z,2020-07-08,7,23
Chinatown-Lt Bourke St (South),2020-07-07T21:00:00Z,2020-07-08,7,17
Bourke St-Russell St (West),2020-07-07T21:00:00Z,2020-07-08,7,NA
Flinders St-Elizabeth St (East),2020-07-07T21:00:00Z,2020-07-08,7,454
Spencer St-Collins St (South),2020-07-07T21:00:00Z,2020-07-08,7,139
Spencer St-Collins St (North),2020-07-07T21:00:00Z,2020-07-08,7,434
Melbourne Convention Exhibition Centre,2020-07-07T21:00:00Z,2020-07-08,7,298
QV Market-Elizabeth St (West),2020-07-07T21:00:00Z,2020-07-08,7,102
QV Market-Peel St,2020-07-07T21:00:00Z,2020-07-08,7,20
The Arts Centre,2020-07-07T21:00:00Z,2020-07-08,7,167
St Kilda Rd-Alexandra Gardens,2020-07-07T21:00:00Z,2020-07-08,7,59
Lonsdale St (South),2020-07-07T21:00:00Z,2020-07-08,7,49
Lygon St (West),2020-07-07T21:00:00Z,2020-07-08,7,48
City Square,2020-07-07T21:00:00Z,2020-07-08,7,NA
Flinders St-Spring St (West),2020-07-07T21:00:00Z,2020-07-08,7,NA
Flinders St-Spark La,2020-07-07T21:00:00Z,2020-07-08,7,50
Southbank,2020-07-07T21:00:00Z,2020-07-08,7,183
Queen St (West),2020-07-07T21:00:00Z,2020-07-08,7,59
Lygon St (East),2020-07-07T21:00:00Z,2020-07-08,7,12
Alfred Place,2020-07-07T21:00:00Z,2020-07-08,7,20
Lonsdale St-Spring St (West),2020-07-07T21:00:00Z,2020-07-08,7,41
Grattan St-Swanston St (West),2020-07-07T21:00:00Z,2020-07-08,7,45
Monash Rd-Swanston St (West),2020-07-07T21:00:00Z,2020-07-08,7,25
Tin Alley-Swanston St (West),2020-07-07T21:00:00Z,2020-07-08,7,15
Little Collins St-Swanston St (East),2020-07-07T21:00:00Z,2020-07-08,7,94
Flinders La-Swanston St (West),2020-07-07T21:00:00Z,2020-07-08,7,408
Pelham St (South),2020-07-07T21:00:00Z,2020-07-08,7,22
Melbourne Central-Elizabeth St (East),2020-07-07T21:00:00Z,2020-07-08,7,166
QVM-Queen St (East),2020-07-07T21:00:00Z,2020-07-08,7,39
QVM-Therry St (South),2020-07-07T21:00:00Z,2020-07-08,7,51
Faraday St-Lygon St (West),2020-07-07T21:00:00Z,2020-07-08,7,38
QVM-Franklin St (North),2020-07-07T21:00:00Z,2020-07-08,7,38
Elizabeth St-Lonsdale St (South),2020-07-07T21:00:00Z,2020-07-08,7,40
Lincoln-Swanston (W),2020-07-07T21:00:00Z,2020-07-08,7,4
Elizabeth St-La Trobe St (East),2020-07-07T21:00:00Z,2020-07-08,7,NA
Lonsdale St - Elizabeth St (North),2020-07-07T21:00:00Z,2020-07-08,7,45
Bourke St Bridge,2020-07-07T21:00:00Z,2020-07-08,7,108
Bourke St - Spencer St (North),2020-07-07T21:00:00Z,2020-07-08,7,217
RMIT Bld 80 - 445 Swanston Street,2020-07-07T21:00:00Z,2020-07-08,7,7
Flinders La-Swanston St (West) Temporary,2020-07-07T21:00:00Z,2020-07-08,7,NA
RMIT Building 14,2020-07-07T21:00:00Z,2020-07-08,7,72
380 Elizabeth St,2020-07-07T21:00:00Z,2020-07-08,7,202
La Trobe St (North),2020-07-07T21:00:00Z,2020-07-08,7,NA
231 Bourke St,2020-07-07T21:00:00Z,2020-07-08,7,59
Royal Pde - Grattan St,2020-07-07T21:00:00Z,2020-07-08,7,105
Bourke Street Mall (North),2020-07-07T22:00:00Z,2020-07-08,8,126
Bourke Street Mall (South),2020-07-07T22:00:00Z,2020-07-08,8,155
Melbourne Central,2020-07-07T22:00:00Z,2020-07-08,8,153
Town Hall (West),2020-07-07T22:00:00Z,2020-07-08,8,334
Princes Bridge,2020-07-07T22:00:00Z,2020-07-08,8,420
Flinders Street Station Underpass,2020-07-07T22:00:00Z,2020-07-08,8,345
Birrarung Marr,2020-07-07T22:00:00Z,2020-07-08,8,157
Webb Bridge,2020-07-07T22:00:00Z,2020-07-08,8,141
Southern Cross Station,2020-07-07T22:00:00Z,2020-07-08,8,274
Victoria Point,2020-07-07T22:00:00Z,2020-07-08,8,58
Waterfront City,2020-07-07T22:00:00Z,2020-07-08,8,37
New Quay,2020-07-07T22:00:00Z,2020-07-08,8,116
Flagstaff Station,2020-07-07T22:00:00Z,2020-07-08,8,NA
Sandridge Bridge,2020-07-07T22:00:00Z,2020-07-08,8,12
State Library,2020-07-07T22:00:00Z,2020-07-08,8,NA
Collins St (North),2020-07-07T22:00:00Z,2020-07-08,8,258
Collins Place (South),2020-07-07T22:00:00Z,2020-07-08,8,271
Collins Place (North),2020-07-07T22:00:00Z,2020-07-08,8,186
Chinatown-Swanston St (North),2020-07-07T22:00:00Z,2020-07-08,8,48
Chinatown-Lt Bourke St (South),2020-07-07T22:00:00Z,2020-07-08,8,33
Bourke St-Russell St (West),2020-07-07T22:00:00Z,2020-07-08,8,NA
Flinders St-Elizabeth St (East),2020-07-07T22:00:00Z,2020-07-08,8,812
Spencer St-Collins St (South),2020-07-07T22:00:00Z,2020-07-08,8,196
Spencer St-Collins St (North),2020-07-07T22:00:00Z,2020-07-08,8,520
Melbourne Convention Exhibition Centre,2020-07-07T22:00:00Z,2020-07-08,8,325
QV Market-Elizabeth St (West),2020-07-07T22:00:00Z,2020-07-08,8,170
QV Market-Peel St,2020-07-07T22:00:00Z,2020-07-08,8,63
The Arts Centre,2020-07-07T22:00:00Z,2020-07-08,8,237
St Kilda Rd-Alexandra Gardens,2020-07-07T22:00:00Z,2020-07-08,8,96
Lonsdale St (South),2020-07-07T22:00:00Z,2020-07-08,8,72
Lygon St (West),2020-07-07T22:00:00Z,2020-07-08,8,72
City Square,2020-07-07T22:00:00Z,2020-07-08,8,NA
Flinders St-Spring St (West),2020-07-07T22:00:00Z,2020-07-08,8,NA
Flinders St-Spark La,2020-07-07T22:00:00Z,2020-07-08,8,69
Southbank,2020-07-07T22:00:00Z,2020-07-08,8,275
Queen St (West),2020-07-07T22:00:00Z,2020-07-08,8,144
Lygon St (East),2020-07-07T22:00:00Z,2020-07-08,8,53
Alfred Place,2020-07-07T22:00:00Z,2020-07-08,8,56
Lonsdale St-Spring St (West),2020-07-07T22:00:00Z,2020-07-08,8,162
Grattan St-Swanston St (West),2020-07-07T22:00:00Z,2020-07-08,8,40
Monash Rd-Swanston St (West),2020-07-07T22:00:00Z,2020-07-08,8,33
Tin Alley-Swanston St (West),2020-07-07T22:00:00Z,2020-07-08,8,21
Little Collins St-Swanston St (East),2020-07-07T22:00:00Z,2020-07-08,8,189
Flinders La-Swanston St (West),2020-07-07T22:00:00Z,2020-07-08,8,680
Pelham St (South),2020-07-07T22:00:00Z,2020-07-08,8,29
Melbourne Central-Elizabeth St (East),2020-07-07T22:00:00Z,2020-07-08,8,313
QVM-Queen St (East),2020-07-07T22:00:00Z,2020-07-08,8,73
QVM-Therry St (South),2020-07-07T22:00:00Z,2020-07-08,8,61
Faraday St-Lygon St (West),2020-07-07T22:00:00Z,2020-07-08,8,91
QVM-Franklin St (North),2020-07-07T22:00:00Z,2020-07-08,8,60
Elizabeth St-Lonsdale St (South),2020-07-07T22:00:00Z,2020-07-08,8,88
Lincoln-Swanston (W),2020-07-07T22:00:00Z,2020-07-08,8,4
Elizabeth St-La Trobe St (East),2020-07-07T22:00:00Z,2020-07-08,8,NA
Lonsdale St - Elizabeth St (North),2020-07-07T22:00:00Z,2020-07-08,8,96
Bourke St Bridge,2020-07-07T22:00:00Z,2020-07-08,8,124
Bourke St - Spencer St (North),2020-07-07T22:00:00Z,2020-07-08,8,337
RMIT Bld 80 - 445 Swanston Street,2020-07-07T22:00:00Z,2020-07-08,8,23
Flinders La-Swanston St (West) Temporary,2020-07-07T22:00:00Z,2020-07-08,8,NA
RMIT Building 14,2020-07-07T22:00:00Z,2020-07-08,8,115
380 Elizabeth St,2020-07-07T22:00:00Z,2020-07-08,8,281
La Trobe St (North),2020-07-07T22:00:00Z,2020-07-08,8,NA
231 Bourke St,2020-07-07T22:00:00Z,2020-07-08,8,107
Royal Pde - Grattan St,2020-07-07T22:00:00Z,2020-07-08,8,132
Bourke Street Mall (North),2020-07-07T23:00:00Z,2020-07-08,9,382
Bourke Street Mall (South),2020-07-07T23:00:00Z,2020-07-08,9,250
Melbourne Central,2020-07-07T23:00:00Z,2020-07-08,9,254
Town Hall (West),2020-07-07T23:00:00Z,2020-07-08,9,499
Princes Bridge,2020-07-07T23:00:00Z,2020-07-08,9,387
Flinders Street Station Underpass,2020-07-07T23:00:00Z,2020-07-08,9,355
Birrarung Marr,2020-07-07T23:00:00Z,2020-07-08,9,90
Webb Bridge,2020-07-07T23:00:00Z,2020-07-08,9,119
Southern Cross Station,2020-07-07T23:00:00Z,2020-07-08,9,158
Victoria Point,2020-07-07T23:00:00Z,2020-07-08,9,43
Waterfront City,2020-07-07T23:00:00Z,2020-07-08,9,32
New Quay,2020-07-07T23:00:00Z,2020-07-08,9,106
Flagstaff Station,2020-07-07T23:00:00Z,2020-07-08,9,NA
Sandridge Bridge,2020-07-07T23:00:00Z,2020-07-08,9,19
State Library,2020-07-07T23:00:00Z,2020-07-08,9,NA
Collins St (North),2020-07-07T23:00:00Z,2020-07-08,9,388
Collins Place (South),2020-07-07T23:00:00Z,2020-07-08,9,237
Collins Place (North),2020-07-07T23:00:00Z,2020-07-08,9,164
Chinatown-Swanston St (North),2020-07-07T23:00:00Z,2020-07-08,9,85
Chinatown-Lt Bourke St (South),2020-07-07T23:00:00Z,2020-07-08,9,45
Bourke St-Russell St (West),2020-07-07T23:00:00Z,2020-07-08,9,NA
Flinders St-Elizabeth St (East),2020-07-07T23:00:00Z,2020-07-08,9,697
Spencer St-Collins St (South),2020-07-07T23:00:00Z,2020-07-08,9,169
Spencer St-Collins St (North),2020-07-07T23:00:00Z,2020-07-08,9,482
Melbourne Convention Exhibition Centre,2020-07-07T23:00:00Z,2020-07-08,9,304
QV Market-Elizabeth St (West),2020-07-07T23:00:00Z,2020-07-08,9,180
QV Market-Peel St,2020-07-07T23:00:00Z,2020-07-08,9,78
The Arts Centre,2020-07-07T23:00:00Z,2020-07-08,9,254
St Kilda Rd-Alexandra Gardens,2020-07-07T23:00:00Z,2020-07-08,9,64
Lonsdale St (South),2020-07-07T23:00:00Z,2020-07-08,9,107
Lygon St (West),2020-07-07T23:00:00Z,2020-07-08,9,94
City Square,2020-07-07T23:00:00Z,2020-07-08,9,NA
Flinders St-Spring St (West),2020-07-07T23:00:00Z,2020-07-08,9,NA
Flinders St-Spark La,2020-07-07T23:00:00Z,2020-07-08,9,42
Southbank,2020-07-07T23:00:00Z,2020-07-08,9,277
Queen St (West),2020-07-07T23:00:00Z,2020-07-08,9,140
Lygon St (East),2020-07-07T23:00:00Z,2020-07-08,9,30
Alfred Place,2020-07-07T23:00:00Z,2020-07-08,9,55
Lonsdale St-Spring St (West),2020-07-07T23:00:00Z,2020-07-08,9,124
Grattan St-Swanston St (West),2020-07-07T23:00:00Z,2020-07-08,9,79
Monash Rd-Swanston St (West),2020-07-07T23:00:00Z,2020-07-08,9,59
Tin Alley-Swanston St (West),2020-07-07T23:00:00Z,2020-07-08,9,26
Little Collins St-Swanston St (East),2020-07-07T23:00:00Z,2020-07-08,9,242
Flinders La-Swanston St (West),2020-07-07T23:00:00Z,2020-07-08,9,773
Pelham St (South),2020-07-07T23:00:00Z,2020-07-08,9,36
Melbourne Central-Elizabeth St (East),2020-07-07T23:00:00Z,2020-07-08,9,395
QVM-Queen St (East),2020-07-07T23:00:00Z,2020-07-08,9,105
QVM-Therry St (South),2020-07-07T23:00:00Z,2020-07-08,9,70
Faraday St-Lygon St (West),2020-07-07T23:00:00Z,2020-07-08,9,158
QVM-Franklin St (North),2020-07-07T23:00:00Z,2020-07-08,9,72
Elizabeth St-Lonsdale St (South),2020-07-07T23:00:00Z,2020-07-08,9,109
Lincoln-Swanston (W),2020-07-07T23:00:00Z,2020-07-08,9,3
Elizabeth St-La Trobe St (East),2020-07-07T23:00:00Z,2020-07-08,9,NA
Lonsdale St - Elizabeth St (North),2020-07-07T23:00:00Z,2020-07-08,9,135
Bourke St Bridge,2020-07-07T23:00:00Z,2020-07-08,9,84
Bourke St - Spencer St (North),2020-07-07T23:00:00Z,2020-07-08,9,256
RMIT Bld 80 - 445 Swanston Street,2020-07-07T23:00:00Z,2020-07-08,9,45
Flinders La-Swanston St (West) Temporary,2020-07-07T23:00:00Z,2020-07-08,9,NA
RMIT Building 14,2020-07-07T23:00:00Z,2020-07-08,9,141
380 Elizabeth St,2020-07-07T23:00:00Z,2020-07-08,9,377
La Trobe St (North),2020-07-07T23:00:00Z,2020-07-08,9,NA
231 Bourke St,2020-07-07T23:00:00Z,2020-07-08,9,144
Royal Pde - Grattan St,2020-07-07T23:00:00Z,2020-07-08,9,109
Bourke Street Mall (North),2020-07-08T00:00:00Z,2020-07-08,10,593
Bourke Street Mall (South),2020-07-08T00:00:00Z,2020-07-08,10,461
Melbourne Central,2020-07-08T00:00:00Z,2020-07-08,10,336
Town Hall (West),2020-07-08T00:00:00Z,2020-07-08,10,736
Princes Bridge,2020-07-08T00:00:00Z,2020-07-08,10,477
Flinders Street Station Underpass,2020-07-08T00:00:00Z,2020-07-08,10,321
Birrarung Marr,2020-07-08T00:00:00Z,2020-07-08,10,110
Webb Bridge,2020-07-08T00:00:00Z,2020-07-08,10,141
Southern Cross Station,2020-07-08T00:00:00Z,2020-07-08,10,97
Victoria Point,2020-07-08T00:00:00Z,2020-07-08,10,61
Waterfront City,2020-07-08T00:00:00Z,2020-07-08,10,34
New Quay,2020-07-08T00:00:00Z,2020-07-08,10,123
Flagstaff Station,2020-07-08T00:00:00Z,2020-07-08,10,NA
Sandridge Bridge,2020-07-08T00:00:00Z,2020-07-08,10,5
State Library,2020-07-08T00:00:00Z,2020-07-08,10,NA
Collins St (North),2020-07-08T00:00:00Z,2020-07-08,10,478
Collins Place (South),2020-07-08T00:00:00Z,2020-07-08,10,242
Collins Place (North),2020-07-08T00:00:00Z,2020-07-08,10,159
Chinatown-Swanston St (North),2020-07-08T00:00:00Z,2020-07-08,10,113
Chinatown-Lt Bourke St (South),2020-07-08T00:00:00Z,2020-07-08,10,98
Bourke St-Russell St (West),2020-07-08T00:00:00Z,2020-07-08,10,NA
Flinders St-Elizabeth St (East),2020-07-08T00:00:00Z,2020-07-08,10,836
Spencer St-Collins St (South),2020-07-08T00:00:00Z,2020-07-08,10,141
Spencer St-Collins St (North),2020-07-08T00:00:00Z,2020-07-08,10,450
Melbourne Convention Exhibition Centre,2020-07-08T00:00:00Z,2020-07-08,10,303
QV Market-Elizabeth St (West),2020-07-08T00:00:00Z,2020-07-08,10,301
QV Market-Peel St,2020-07-08T00:00:00Z,2020-07-08,10,98
The Arts Centre,2020-07-08T00:00:00Z,2020-07-08,10,360
St Kilda Rd-Alexandra Gardens,2020-07-08T00:00:00Z,2020-07-08,10,110
Lonsdale St (South),2020-07-08T00:00:00Z,2020-07-08,10,152
Lygon St (West),2020-07-08T00:00:00Z,2020-07-08,10,135
City Square,2020-07-08T00:00:00Z,2020-07-08,10,NA
Flinders St-Spring St (West),2020-07-08T00:00:00Z,2020-07-08,10,NA
Flinders St-Spark La,2020-07-08T00:00:00Z,2020-07-08,10,42
Southbank,2020-07-08T00:00:00Z,2020-07-08,10,287
Queen St (West),2020-07-08T00:00:00Z,2020-07-08,10,160
Lygon St (East),2020-07-08T00:00:00Z,2020-07-08,10,65
Alfred Place,2020-07-08T00:00:00Z,2020-07-08,10,75
Lonsdale St-Spring St (West),2020-07-08T00:00:00Z,2020-07-08,10,103
Grattan St-Swanston St (West),2020-07-08T00:00:00Z,2020-07-08,10,66
Monash Rd-Swanston St (West),2020-07-08T00:00:00Z,2020-07-08,10,47
Tin Alley-Swanston St (West),2020-07-08T00:00:00Z,2020-07-08,10,26
Little Collins St-Swanston St (East),2020-07-08T00:00:00Z,2020-07-08,10,308
Flinders La-Swanston St (West),2020-07-08T00:00:00Z,2020-07-08,10,938
Pelham St (South),2020-07-08T00:00:00Z,2020-07-08,10,29
Melbourne Central-Elizabeth St (East),2020-07-08T00:00:00Z,2020-07-08,10,483
QVM-Queen St (East),2020-07-08T00:00:00Z,2020-07-08,10,127
QVM-Therry St (South),2020-07-08T00:00:00Z,2020-07-08,10,86
Faraday St-Lygon St (West),2020-07-08T00:00:00Z,2020-07-08,10,231
QVM-Franklin St (North),2020-07-08T00:00:00Z,2020-07-08,10,85
Elizabeth St-Lonsdale St (South),2020-07-08T00:00:00Z,2020-07-08,10,147
Lincoln-Swanston (W),2020-07-08T00:00:00Z,2020-07-08,10,4
Elizabeth St-La Trobe St (East),2020-07-08T00:00:00Z,2020-07-08,10,NA
Lonsdale St - Elizabeth St (North),2020-07-08T00:00:00Z,2020-07-08,10,186
Bourke St Bridge,2020-07-08T00:00:00Z,2020-07-08,10,95
Bourke St - Spencer St (North),2020-07-08T00:00:00Z,2020-07-08,10,289
RMIT Bld 80 - 445 Swanston Street,2020-07-08T00:00:00Z,2020-07-08,10,82
Flinders La-Swanston St (West) Temporary,2020-07-08T00:00:00Z,2020-07-08,10,NA
RMIT Building 14,2020-07-08T00:00:00Z,2020-07-08,10,156
380 Elizabeth St,2020-07-08T00:00:00Z,2020-07-08,10,528
La Trobe St (North),2020-07-08T00:00:00Z,2020-07-08,10,NA
231 Bourke St,2020-07-08T00:00:00Z,2020-07-08,10,232
Royal Pde - Grattan St,2020-07-08T00:00:00Z,2020-07-08,10,106
Bourke Street Mall (North),2020-07-08T01:00:00Z,2020-07-08,11,994
Bourke Street Mall (South),2020-07-08T01:00:00Z,2020-07-08,11,609
Melbourne Central,2020-07-08T01:00:00Z,2020-07-08,11,506
Town Hall (West),2020-07-08T01:00:00Z,2020-07-08,11,977
Princes Bridge,2020-07-08T01:00:00Z,2020-07-08,11,572
Flinders Street Station Underpass,2020-07-08T01:00:00Z,2020-07-08,11,418
Birrarung Marr,2020-07-08T01:00:00Z,2020-07-08,11,138
Webb Bridge,2020-07-08T01:00:00Z,2020-07-08,11,222
Southern Cross Station,2020-07-08T01:00:00Z,2020-07-08,11,93
Victoria Point,2020-07-08T01:00:00Z,2020-07-08,11,58
Waterfront City,2020-07-08T01:00:00Z,2020-07-08,11,51
New Quay,2020-07-08T01:00:00Z,2020-07-08,11,148
Flagstaff Station,2020-07-08T01:00:00Z,2020-07-08,11,NA
Sandridge Bridge,2020-07-08T01:00:00Z,2020-07-08,11,25
State Library,2020-07-08T01:00:00Z,2020-07-08,11,NA
Collins St (North),2020-07-08T01:00:00Z,2020-07-08,11,580
Collins Place (South),2020-07-08T01:00:00Z,2020-07-08,11,264
Collins Place (North),2020-07-08T01:00:00Z,2020-07-08,11,158
Chinatown-Swanston St (North),2020-07-08T01:00:00Z,2020-07-08,11,210
Chinatown-Lt Bourke St (South),2020-07-08T01:00:00Z,2020-07-08,11,116
Bourke St-Russell St (West),2020-07-08T01:00:00Z,2020-07-08,11,NA
Flinders St-Elizabeth St (East),2020-07-08T01:00:00Z,2020-07-08,11,947
Spencer St-Collins St (South),2020-07-08T01:00:00Z,2020-07-08,11,126
Spencer St-Collins St (North),2020-07-08T01:00:00Z,2020-07-08,11,468
Melbourne Convention Exhibition Centre,2020-07-08T01:00:00Z,2020-07-08,11,439
QV Market-Elizabeth St (West),2020-07-08T01:00:00Z,2020-07-08,11,444
QV Market-Peel St,2020-07-08T01:00:00Z,2020-07-08,11,82
The Arts Centre,2020-07-08T01:00:00Z,2020-07-08,11,414
St Kilda Rd-Alexandra Gardens,2020-07-08T01:00:00Z,2020-07-08,11,143
Lonsdale St (South),2020-07-08T01:00:00Z,2020-07-08,11,243
Lygon St (West),2020-07-08T01:00:00Z,2020-07-08,11,146
City Square,2020-07-08T01:00:00Z,2020-07-08,11,NA
Flinders St-Spring St (West),2020-07-08T01:00:00Z,2020-07-08,11,NA
Flinders St-Spark La,2020-07-08T01:00:00Z,2020-07-08,11,72
Southbank,2020-07-08T01:00:00Z,2020-07-08,11,367
Queen St (West),2020-07-08T01:00:00Z,2020-07-08,11,146
Lygon St (East),2020-07-08T01:00:00Z,2020-07-08,11,103
Alfred Place,2020-07-08T01:00:00Z,2020-07-08,11,52
Lonsdale St-Spring St (West),2020-07-08T01:00:00Z,2020-07-08,11,129
Grattan St-Swanston St (West),2020-07-08T01:00:00Z,2020-07-08,11,105
Monash Rd-Swanston St (West),2020-07-08T01:00:00Z,2020-07-08,11,82
Tin Alley-Swanston St (West),2020-07-08T01:00:00Z,2020-07-08,11,64
Little Collins St-Swanston St (East),2020-07-08T01:00:00Z,2020-07-08,11,396
Flinders La-Swanston St (West),2020-07-08T01:00:00Z,2020-07-08,11,1071
Pelham St (South),2020-07-08T01:00:00Z,2020-07-08,11,51
Melbourne Central-Elizabeth St (East),2020-07-08T01:00:00Z,2020-07-08,11,646
QVM-Queen St (East),2020-07-08T01:00:00Z,2020-07-08,11,140
QVM-Therry St (South),2020-07-08T01:00:00Z,2020-07-08,11,135
Faraday St-Lygon St (West),2020-07-08T01:00:00Z,2020-07-08,11,353
